crossword_form,length,lemma,pos,date,formation,definition,url
RATTATTOOING,12,rat-tattooing,noun,c1852,blend,The action of beating a drum repeatedly. Cf…,http://www.oed.com/dictionary/rat-tattooing_n
RECKLESSHOOD,12,recklesshood,noun,1831,derivative,"Recklessness, carelessness, negligence.",http://www.oed.com/dictionary/recklesshood_n
REGICIDATION,12,regicidation,noun,1661,derivative,"= regicide, n.²",http://www.oed.com/dictionary/regicidation_n
RUFFIANOSITY,12,ruffianosity,noun,1823,derivative,"Boxing without regard to rules. Cf. ruffian, n. A.2c.",http://www.oed.com/dictionary/ruffianosity_n
SACRAMENTING,12,sacramenting,adjective,1687,derivative,? That celebrates the Mass.,http://www.oed.com/dictionary/sacramenting_adj
SCOTCHSLEEVE,12,Scotch-sleeve,noun,?1706,compound,(Probably) a person wearing sleeves of Scotch…,http://www.oed.com/dictionary/scotch-sleeve_n
SCRIBBLATORY,12,scribblatory,adjective,1827,derivative,Tending to produce a large amount of worthless…,http://www.oed.com/dictionary/scribblatory_adj
SENTIMENTIZE,12,sentimentize,verb,1753,derivative,"intransitive. ? = sentimentalize, v. 1.",http://www.oed.com/dictionary/sentimentize_v
SEPTIFRONTED,12,septi-fronted,adjective,a1708,,Having seven foreheads.,http://www.oed.com/dictionary/septi-fronted_adj
SHIRTSTUDDED,12,shirt-studded,adjective,1855,derivative,(Of a person) wearing shirt studs.,http://www.oed.com/dictionary/shirt-studded_adj
SONNETEERESS,12,sonneteeress,noun,1822,derivative,A female sonneteer.,http://www.oed.com/dictionary/sonneteeress_n
SOVEREIGNFUL,12,sovereignful,adjective,1508,derivative,Befitting or worthy of a sovereign; noble.,http://www.oed.com/dictionary/sovereignful_adj
SPANIARDSHIP,12,Spaniardship,noun,1734,derivative,Used as a (mock) title of respect in speaking to…,http://www.oed.com/dictionary/spaniardship_n
STALLEPISTLE,12,stall-epistle,noun,1642,compound,An ‘open letter’ or pamphlet sold on the stalls.,http://www.oed.com/dictionary/stall-epistle_n
STARTLEBRAIN,12,startle-brain,noun,a1652,compound,A thing which upsets the brain.,http://www.oed.com/dictionary/startle-brain_n
STITTYSTITTY,12,stitty stitty,adjective,1600,imitative,A derisive epithet applied to a stammerer.,http://www.oed.com/dictionary/stitty-stitty_adj
STOMACHANGER,12,stomach-anger,noun,1640,compound,Concealed anger.,http://www.oed.com/dictionary/stomach-anger_n
SUCCESSANEAN,12,successanean,adjective,1635,borrowing,Characterized by or involving succession; successive.,http://www.oed.com/dictionary/successanean_adj
SUGARCANDIAN,12,sugar-candian,noun,1597,variant,"= sugar candy, n. A.1.",http://www.oed.com/dictionary/sugar-candian_n
SUMMERBROACH,12,summer-broach,noun,1619,compound,"A maypole, (apparently) regarded as a temporary…",http://www.oed.com/dictionary/summer-broach_n
SUPERWEENING,12,superweening,adjective,1862,derivative,"= overweening, adj.",http://www.oed.com/dictionary/superweening_adj
SWARTRUTTING,12,swartrutting,adjective,1592,derivative,"Violent, aggressive; characteristic of a…",http://www.oed.com/dictionary/swartrutting_adj
SWINGEBREECH,12,swingebreech,noun,1581,compound,? One who struts or flaunts about.,http://www.oed.com/dictionary/swingebreech_n
TANTILLATION,12,tantillation,noun,1651,borrowing,A trifling space (of time).,http://www.oed.com/dictionary/tantillation_n
TERRAPINPAWS,12,terrapin-paws,noun,1876,compound,Long-handled tongs used for capturing terrapins.,http://www.oed.com/dictionary/terrapin-paws_n
TRAITOROLOGY,12,traitorology,noun,1647,compound,A roll or register of traitors.,http://www.oed.com/dictionary/traitorology_n
TRAMONTATION,12,tramontation,noun,1599,borrowing,Setting (of the sun).,http://www.oed.com/dictionary/tramontation_n
TRANSFORMITY,12,transformity,noun,1622,derivative,The state or condition of being transformed.,http://www.oed.com/dictionary/transformity_n
TRANSVILLAGE,12,trans-village,verb,1608,derivative,transitive. To transform or reduce (a town) to…,http://www.oed.com/dictionary/trans-village_v
TROLLTHEBOWL,12,troll-the-bowl,noun,1599,compound,A person playing bowls.,http://www.oed.com/dictionary/troll-the-bowl_n
UNPINDARICAL,12,unpindarical,adjective,1729,derivative,Not Pindaric: unlike Pindar in style or character.,http://www.oed.com/dictionary/unpindarical_adj
UPPERFLAPPED,12,upper-flapped,adjective,1850,derivative,Apparently (of a saddle): having a pair of flaps…,http://www.oed.com/dictionary/upper-flapped_adj
WELLTOPASSER,12,well-to-passer,noun,1654,derivative,A person of high social status.,http://www.oed.com/dictionary/well-to-passer_n
WORNOUTINESS,12,worn-outiness,noun,1842,derivative,"Worn-out condition; = worn-outness, n.",http://www.oed.com/dictionary/worn-outiness_n
WORSHIPFULTY,12,worshipfulty,noun,1589,derivative,"= worshipfulness, n. 2.",http://www.oed.com/dictionary/worshipfulty_n
WOULDINGNESS,12,wouldingness,noun,1645,derivative,"Desire, inclination.",http://www.oed.com/dictionary/wouldingness_n
ZEALSCOFFING,12,zeal-scoffing,adjective,1605,compound,That ridicules or derides religious devotion or zeal.,http://www.oed.com/dictionary/zeal-scoffing_adj
ALMSBASKETMAN,13,almsbasket man,noun,a1634,compound,"= almsman, n. 1.",http://www.oed.com/dictionary/almsbasket-man_n
ANTICONDUCTOR,13,anti-conductor,noun,1779,derivative,In a frictional electrostatic machine: a glass…,http://www.oed.com/dictionary/anti-conductor_n
BROKERBETWEEN,13,broker between,noun,1609,compound,An intermediary in romantic or sexual relationships.,http://www.oed.com/dictionary/broker-between_n
BUMDOCKDOUSSE,13,bumdockdousse,noun,1653,compound,Apparently: a children's game in which three…,http://www.oed.com/dictionary/bumdockdousse_n
CARAVANSERIAL,13,caravanserial,adjective,1864,derivative,Resembling or reminiscent of a caravanserai.,http://www.oed.com/dictionary/caravanserial_adj
CARDGOSPELLER,13,card gospeller,noun,1550,compound,"A professed Christian who gambles at cards, as a…",http://www.oed.com/dictionary/card-gospeller_n
CATAPRESBYTER,13,catapresbyter,noun,1659,derivative,A presbyter catachrestically so called; or an…,http://www.oed.com/dictionary/catapresbyter_n
CHINAMETALLED,13,China-metalled,adjective,1642,derivative,"Resembling porcelain in its fineness, delicacy…",http://www.oed.com/dictionary/china-metalled_adj
COALCARRIERLY,13,coal-carrierly,adjective,1606,derivative,"Servile, low.",http://www.oed.com/dictionary/coal-carrierly_adj
COLLECTIONIZE,13,collectionize,verb,1859,derivative,transitive. To gather or collect (things); to put…,http://www.oed.com/dictionary/collectionize_v
CONFECTIONESS,13,confectioness,noun,1640,derivative,A female confectioner.,http://www.oed.com/dictionary/confectioness_n
COUNTERFOOTED,13,counter-footed,adjective,1556,derivative,"A transl. of Greek ἀντίποδες antipodes, n. & adv.",http://www.oed.com/dictionary/counter-footed_adj
COUNTERPLIGHT,13,counter-plight,noun,1625,derivative,A fold in the opposite direction.,http://www.oed.com/dictionary/counter-plight_n
COUNTERWALKER,13,counter-walker,noun,1625,derivative,One who walks on the opposite side; in plural =…,http://www.oed.com/dictionary/counter-walker_n
COURTSHIPMENT,13,courtshipment,noun,1649,derivative,"Flattery. Cf. courtship, n. I.2.",http://www.oed.com/dictionary/courtshipment_n
CROCHETOLATRY,13,crochetolatry,noun,1859,compound,Intense or excessive devotion to crocheting.,http://www.oed.com/dictionary/crochetolatry_n
DEMONICULTURE,13,demoniculture,noun,1879,compound,Worship of demons.,http://www.oed.com/dictionary/demoniculture_n
DESPOTOMANIAC,13,despotomaniac,noun,1825,compound,One who has a mania in favour of despots…,http://www.oed.com/dictionary/despotomaniac_n
DISARITHMETIC,13,disarithmetic,verb,1606,derivative,transitive. Perhaps: to exclude from an…,http://www.oed.com/dictionary/disarithmetic_v
DISCOMPENSATE,13,discompensate,verb,1705,derivative,transitive. To remove (a compensation); to…,http://www.oed.com/dictionary/discompensate_v
DISGHIBELLINE,13,disghibelline,verb,1672,derivative,"transitive. To distinguish, as a Guelph from a…",http://www.oed.com/dictionary/disghibelline_v
DISPERSUASION,13,dispersuasion,noun,1653,derivative,Want of persuasion or feeling of certainty.,http://www.oed.com/dictionary/dispersuasion_n
DISSUBJECTION,13,dissubjection,noun,1672,derivative,The opposite of subjection; disobedience.,http://www.oed.com/dictionary/dissubjection_n
DISUNIVERSITY,13,disuniversity,verb,1665,derivative,transitive. To deprive of a university.,http://www.oed.com/dictionary/disuniversity_v
ENQUEROURESSE,13,enquerouresse,noun,c1430,borrowing,A female inquisitor.,http://www.oed.com/dictionary/enquerouresse_n
FAGGOTYMINDED,13,faggoty-minded,adjective,1856,derivative,Inclined towards harsh punishment for those who…,http://www.oed.com/dictionary/faggoty-minded_adj
FIGURESERVANT,13,figure-servant,noun,1850,compound,A commercial clerk.,http://www.oed.com/dictionary/figure-servant_n
FINELADICALLY,13,fine-ladically,adverb,1811,derivative,In the manner of a fine lady.,http://www.oed.com/dictionary/fine-ladically_adv
FLANTITANTING,13,flantitanting,adjective,1596,compound,Flaunting.,http://www.oed.com/dictionary/flantitanting_adj
FOSTERFEELING,13,foster-feeling,noun,1784,compound,"One who ‘fosters feeling’, a sentimental person.",http://www.oed.com/dictionary/foster-feeling_n
GONECOONINESS,13,gone cooniness,noun,1883,derivative,The quality or state of being a ‘gone coon’.,http://www.oed.com/dictionary/gone-cooniness_n
HOBBERNOBBERS,13,hobber-nobbers,adverb,1789,variant,Perhaps (with reference to drinking together)…,http://www.oed.com/dictionary/hobber-nobbers_adv
HUSBANDICALLY,13,husbandically,adverb,1654,derivative,With regard to a husband.,http://www.oed.com/dictionary/husbandically_adv
HYPEROCHALITY,13,hyperochality,noun,1637,borrowing,"Eminence, distinguished position.",http://www.oed.com/dictionary/hyperochality_n
INSTABULATION,13,instabulation,noun,1654,borrowing,Installment as in a stable.,http://www.oed.com/dictionary/instabulation_n
INTELLECTUATE,13,intellectuate,noun,1600,borrowing,Intellectual character or position.,http://www.oed.com/dictionary/intellectuate_n
INTRONIFICATE,13,intronificate,verb,1653,borrowing,transitive. To enthrone.,http://www.oed.com/dictionary/intronificate_v
JUSTICEHEIGHT,13,justice-height,adverb,1614,compound,"At or to the level of a justice (justice, n. II.5).",http://www.oed.com/dictionary/justice-height_adv
MAIDENWIDOWED,13,maiden-widowed,adjective,1599,compound,Widowed while still a maiden.,http://www.oed.com/dictionary/maiden-widowed_adj
MARQUETRIZING,13,marquetrizing,adjective,1610,derivative,That works in marquetry (in quot. 1610 figurative).,http://www.oed.com/dictionary/marquetrizing_adj
MELANCHOLYHAT,13,melancholy hat,noun,1614,compound,(Probably) a mourning hat (but cf. quot. 1598 at…,http://www.oed.com/dictionary/melancholy-hat_n
MERETRICULATE,13,meretriculate,verb,1611,blend,transitive. To deceive in the manner of a prostitute.,http://www.oed.com/dictionary/meretriculate_v
METHUSALEMESS,13,Methusalemess,noun,1790,derivative,A very old or long-lived woman.,http://www.oed.com/dictionary/methusalemess_n
METONOMATOSIS,13,metonomatosis,noun,1838,borrowing,A change of name.,http://www.oed.com/dictionary/metonomatosis_n
MILLIONOCRACY,13,millionocracy,noun,1860,compound,"Millionaires regarded as a distinct, esp…",http://www.oed.com/dictionary/millionocracy_n
MISEPISCOPIST,13,misepiscopist,noun,1659,borrowing,A hater of bishops.,http://www.oed.com/dictionary/misepiscopist_n
MOTIVEGRINDER,13,motive-grinder,noun,1834,compound,A person who laboriously or sophistically…,http://www.oed.com/dictionary/motive-grinder_n
MOUSETRAPLINE,13,mousetrap-line,noun,1678,compound,A line written to ensnare a person.,http://www.oed.com/dictionary/mousetrap-line_n
MURRAINSTRIKE,13,murrain-strike,verb,1613,compound,transitive. To infect with murrain.,http://www.oed.com/dictionary/murrain-strike_v
NEBULOCHAOTIC,13,nebulochaotic,adjective,1881,compound,Hazily confused.,http://www.oed.com/dictionary/nebulochaotic_adj
NEEDLESPITTER,13,needle-spitter,noun,1805,compound,A person who snaps or is sharp in speech.,http://www.oed.com/dictionary/needle-spitter_n
NEPHELOSPHERE,13,nephelosphere,noun,1883,compound,A cloudy atmosphere surrounding a planet or other…,http://www.oed.com/dictionary/nephelosphere_n
NIGHTINGALIZE,13,nightingalize,verb,1799,derivative,intransitive. To sing like a nightingale.,http://www.oed.com/dictionary/nightingalize_v
NIMBLEFINGERS,13,nimble-fingers,noun,1781,compound,(Applied to) a juggler.,http://www.oed.com/dictionary/nimble-fingers_n
NONSURRECTIVE,13,non-surrective,adjective,1668,borrowing,Incapable of getting up.,http://www.oed.com/dictionary/non-surrective_adj
NOTHINGOUSIAN,13,nothingousian,noun,1791,compound,A person who has no opinion concerning the Second…,http://www.oed.com/dictionary/nothingousian_n
OMNIVERSIFIER,13,omni-versifier,noun,1833,compound,A writer of very large quantities of verse.,http://www.oed.com/dictionary/omni-versifier_n
ORGANOMORPHIC,13,organomorphic,adjective,1886,compound,"(Perhaps) taking the form, or representing as, an…",http://www.oed.com/dictionary/organomorphic_adj
ORNITHOTROPHE,13,ornithotrophe,noun,1826,,(J. F. M. Dovaston's name for) a place to which…,http://www.oed.com/dictionary/ornithotrophe_n
OROROTUNDOISM,13,ororotundoism,noun,1840,derivative,"= orotundity, n.",http://www.oed.com/dictionary/ororotundoism_n
PAPAPRELATIST,13,papa-prelatist,noun,1816,derivative,A supporter of prelates who behave papally.,http://www.oed.com/dictionary/papa-prelatist_n
PARKKEEPERESS,13,park-keeperess,noun,1852,derivative,A female park-keeper; a park-keeper's wife.,http://www.oed.com/dictionary/park-keeperess_n
PEACOCKICALLY,13,peacockically,adverb,1834,derivative,"= peacockishly, adv.",http://www.oed.com/dictionary/peacockically_adv
PEDOMETRICIAN,13,pedometrician,noun,1827,derivative,A person who makes pedometers.,http://www.oed.com/dictionary/pedometrician_n
PERCUNCTORILY,13,percunctorily,adverb,1615,borrowing,Lazily; in a dilatory manner.,http://www.oed.com/dictionary/percunctorily_adv
PHILODENDRIST,13,philodendrist,noun,1870,borrowing,A lover of trees.,http://www.oed.com/dictionary/philodendrist_n
PHLYAROLOGIST,13,phlyarologist,noun,1867,borrowing,A person who talks nonsense.,http://www.oed.com/dictionary/phlyarologist_n
PITCHSPEECHED,13,pitch-speeched,adjective,1596,compound,"Using foul or offensive speech, foul-mouthed.",http://www.oed.com/dictionary/pitch-speeched_adj
PNEUMATOPHANY,13,pneumatophany,noun,1892,compound,An appearance or manifestation of the Holy Spirit.,http://www.oed.com/dictionary/pneumatophany_n
POLYCEPHALIST,13,polycephalist,noun,1659,borrowing,A person who has many heads. In quot. figurative…,http://www.oed.com/dictionary/polycephalist_n
POLYDIABOLISM,13,polydiabolism,noun,1876,compound,Belief in many devils or evil spirits.,http://www.oed.com/dictionary/polydiabolism_n
POLYDIABOLIST,13,polydiabolist,noun,1876,,A person who believes in many devils or evil spirits.,http://www.oed.com/dictionary/polydiabolist_n
POLYFENESTRAL,13,polyfenestral,adjective,1838,,Having many windows.,http://www.oed.com/dictionary/polyfenestral_adj
POLYSTIGMATIC,13,polystigmatic,adjective,1881,,Relating to many spots.,http://www.oed.com/dictionary/polystigmatic_adj
POLYTHELEMISM,13,polythelemism,noun,1905,,Belief in many divine wills.,http://www.oed.com/dictionary/polythelemism_n
POSSESSIONIST,13,possessionist,noun,1726,derivative,A person who claims knowledge of or familiarity…,http://www.oed.com/dictionary/possessionist_n
POSTTEMPORARY,13,post-temporary,adjective,1905,,a. Later than the time of the actual events; b…,http://www.oed.com/dictionary/post-temporary_adj
POTAMOPHILOUS,13,potamophilous,adjective,1827,borrowing,River-loving.,http://www.oed.com/dictionary/potamophilous_adj
POTPUNISHMENT,13,pot-punishment,noun,1598,compound,The punishment of being forced to drink alcohol.,http://www.oed.com/dictionary/pot-punishment_n
PREEXISTERIAN,13,pre-existerian,noun,1837,derivative,"= pre-existentiary, n.",http://www.oed.com/dictionary/pre-existerian_n
PREFERMENTARY,13,prefermentary,noun,1660,derivative,"A recipient of a preferment (preferment, n. II.5).",http://www.oed.com/dictionary/prefermentary_n
PRESENTIALIST,13,presentialist,noun,1656,derivative,"A believer in the Real Presence; see real presence, n.",http://www.oed.com/dictionary/presentialist_n
PRETEXTATIZED,13,pretextatized,adjective,1854,borrowing,Rendered equivocal or obscene.,http://www.oed.com/dictionary/pretextatized_adj
PROSOPOLOGIST,13,prosopologist,noun,1820,borrowing,A person who studies the face or facial features.,http://www.oed.com/dictionary/prosopologist_n
PROTOQUAMQUAM,13,protoquamquam,noun,1670,borrowing,A chief clerk or notary.,http://www.oed.com/dictionary/protoquamquam_n
PSELLISMOLOGY,13,psellismology,noun,1856,borrowing,The study or treatment of stammering.,http://www.oed.com/dictionary/psellismology_n
PUNCTILIONIST,13,punctilionist,noun,1825,derivative,A punctilious person.,http://www.oed.com/dictionary/punctilionist_n
PUNCTILIOSHIP,13,punctilioship,noun,1714,derivative,"Observance of niceties, punctiliousness.",http://www.oed.com/dictionary/punctilioship_n
PUPILTEACHERY,13,pupil-teachery,noun,1890,derivative,The character or practice of a pupil teacher.,http://www.oed.com/dictionary/pupil-teachery_n
QUATRECRESTED,13,quatre-crested,adjective,1791,borrowing,Having four crests.,http://www.oed.com/dictionary/quatre-crested_adj
RAGAMUFFINESS,13,ragamuffiness,noun,1868,derivative,A female ragamuffin.,http://www.oed.com/dictionary/ragamuffiness_n
ROARINGSCHOOL,13,roaring school,noun,1617,compound,"A school for (learning) roaring (roaring, n.¹ 2).",http://www.oed.com/dictionary/roaring-school_n
SABBATHCEASED,13,Sabbath-ceased,adjective,1593,compound,Halted or paused for the duration of the Sabbath.,http://www.oed.com/dictionary/sabbath-ceased_adj
SEPULCHROMANY,13,sepulchromany,noun,1606,compound,‘Mania’ relating to burial.,http://www.oed.com/dictionary/sepulchromany_n
SEVENCHAMPION,13,seven-champion,noun,1676,compound,A person likened to one of the Seven Champions…,http://www.oed.com/dictionary/seven-champion_n
SEVENSOMENESS,13,sevensomeness,noun,1853,derivative,The quality of consisting of seven parts or…,http://www.oed.com/dictionary/sevensomeness_n
SMALLTALKABLE,13,small-talkable,adjective,1859,derivative,That is capable of being engaged in small talk.,http://www.oed.com/dictionary/small-talkable_adj
SUPERJESUITED,13,super-Jesuited,adjective,a1628,derivative,Ruled over by Jesuits.,http://www.oed.com/dictionary/super-jesuited_adj
SURREVERENTLY,13,surreverently,adverb,a1637,derivative,Very reverently: ironically with reference to…,http://www.oed.com/dictionary/surreverently_adv
SYLLYJESTICAL,13,sylly-jestical,adjective,1601,variant,"= syllogistical, adj.",http://www.oed.com/dictionary/sylly-jestical_adj
TEMPORIZEMENT,13,temporizement,noun,1647,derivative,"= temporization, n. 1.",http://www.oed.com/dictionary/temporizement_n
THELYPHTHORIC,13,thelyphthoric,adjective,1794,borrowing,That corrupts or ruins women.,http://www.oed.com/dictionary/thelyphthoric_adj
TIPPETSCUFFLE,13,tippet-scuffle,noun,1641,compound,An ecclesiastical wrangle.,http://www.oed.com/dictionary/tippet-scuffle_n
TRANSCENDIARY,13,transcendiary,noun,1654,borrowing,"A transcendent person or thing; in quot. 1654, an…",http://www.oed.com/dictionary/transcendiary_n
UNLAYHOLDABLE,13,unlayholdable,adjective,1860,derivative,That cannot be seized on or laid hold of.,http://www.oed.com/dictionary/unlayholdable_adj
WHIGGOLOGICAL,13,whiggological,adjective,1817,derivative,Relating to or influenced by Whig principles; Whiggish.,http://www.oed.com/dictionary/whiggological_adj
ANTICYCLOMETER,14,anticyclometer,noun,1866,derivative,"A person hostile to, or sceptical of, those who…",http://www.oed.com/dictionary/anticyclometer_n
ARCHPRESBYTERY,14,archpresbytery,noun,1649,compound,‘The absolute dominion of presbytery’ (Todd)…,http://www.oed.com/dictionary/archpresbytery_n
ASTROALCHEMIST,14,astro-alchemist,noun,1876,compound,A person who combines astrology and alchemy.,http://www.oed.com/dictionary/astro-alchemist_n
BASTARDBELLIED,14,bastard-bellied,adjective,1640,compound,Pregnant with an illegitimate child.,http://www.oed.com/dictionary/bastard-bellied_adj
BROTHERMANHOOD,14,brother-manhood,noun,1864,derivative,A sense of brotherhood or fellow feeling.,http://www.oed.com/dictionary/brother-manhood_n
BULLIONHERETIC,14,bullion-heretic,noun,1662,compound,Someone who conforms to the doctrine and…,http://www.oed.com/dictionary/bullion-heretic_n
CALVINISTICATE,14,calvinisticate,verb,1834,derivative,transitive. To instil a Calvinistic or…,http://www.oed.com/dictionary/calvinisticate_v
CENTIRELIGIOUS,14,centireligious,adjective,1650,compound,Of a hundred religions.,http://www.oed.com/dictionary/centireligious_adj
CHRISTOCRUCIAN,14,Christo-crucian,noun,1654,,A follower or worshipper of the crucified Christ…,http://www.oed.com/dictionary/christo-crucian_n
CHURCHWARDENED,14,churchwardened,adjective,1598,derivative,Placed in the care of a churchwarden.,http://www.oed.com/dictionary/churchwardened_adj
CONVENTUALSHIP,14,conventualship,noun,1687,derivative,The condition or status of being conventual…,http://www.oed.com/dictionary/conventualship_n
CORREPUGNATION,14,correpugnation,noun,1623,derivative,A symptom accessory to the main opposing symptom.,http://www.oed.com/dictionary/correpugnation_n
COSTERMONGERED,14,costermongered,adjective,1891,derivative,Occupied by costermongers.,http://www.oed.com/dictionary/costermongered_adj
CYNICOCRATICAL,14,cynicocratical,adjective,1881,compound,Composed of a ruling body of cynics (see cynic…,http://www.oed.com/dictionary/cynicocratical_adj
DEMOCRATOMETER,14,democratometer,noun,1859,compound,A means of ascertaining or gauging public opinion.,http://www.oed.com/dictionary/democratometer_n
DINNERDOCTRINE,14,dinner-doctrine,noun,1649,compound,Theological doctrine motivated only by material…,http://www.oed.com/dictionary/dinner-doctrine_n
DISPIRITUALITY,14,dispirituality,noun,1684,derivative,An unspiritual or worldly act.,http://www.oed.com/dictionary/dispirituality_n
DISWORKMANSHIP,14,disworkmanship,noun,1610,derivative,Bad or defective workmanship.,http://www.oed.com/dictionary/disworkmanship_n
EXTENDLESSNESS,14,extendlessness,noun,a1676,derivative,Perhaps: boundlessness.,http://www.oed.com/dictionary/extendlessness_n
FLUSTERBLUSTER,14,fluster-bluster,noun,1708,compound,A ‘blustering’ wind.,http://www.oed.com/dictionary/fluster-bluster_n
HIGHWAYMANHOOD,14,highwaymanhood,noun,1861,derivative,The fact or condition of being a highwayman.,http://www.oed.com/dictionary/highwaymanhood_n
INCORRUPTARIAN,14,incorruptarian,noun,1690,derivative,One who holds the world to be incorruptible or…,http://www.oed.com/dictionary/incorruptarian_n
INFLUENZACIZED,14,influenzacized,adjective,1849,derivative,Having influenza.,http://www.oed.com/dictionary/influenzacized_adj
INQUISITURIENT,14,inquisiturient,adjective,1644,borrowing,Desirous of making inquisition; eager to play the…,http://www.oed.com/dictionary/inquisiturient_adj
MANMOUNTAINISM,14,man-mountainism,noun,1842,compound,The great stature enjoyed by a person of…,http://www.oed.com/dictionary/man-mountainism_n
MATTRESSRUBBER,14,mattress rubber,noun,a1627,compound,(Perhaps) a rough mattress cover.,http://www.oed.com/dictionary/mattress-rubber_n
NEEDLEALPHABET,14,needle-alphabet,noun,1663,compound,A sampler consisting of embroidered letters of…,http://www.oed.com/dictionary/needle-alphabet_n
NEPHELOLOGICAL,14,nephelological,adjective,1881,compound,Of or relating to clouds or cloudiness.,http://www.oed.com/dictionary/nephelological_adj
NORTHBRITONIZE,14,North-Britonize,verb,1764,proper name,"transitive. To publish in The North Briton, esp…",http://www.oed.com/dictionary/north-britonize_v
OLLAPODRIDAISH,14,olla-podrida-ish,adjective,1827,derivative,"Heterogeneous, diverse.",http://www.oed.com/dictionary/olla-podrida-ish_adj
OLLAPODRIDICAL,14,olla-podridical,adjective,1830,derivative,"= olla-podrida-ish, adj.",http://www.oed.com/dictionary/olla-podridical_adj
OMNISWALLOWING,14,omniswallowing,adjective,1831,compound,Having a propensity to swallow or drink anything.,http://www.oed.com/dictionary/omniswallowing_adj
ONCARRYINGNESS,14,on-carryingness,noun,1832,compound,"Flow, continuity.",http://www.oed.com/dictionary/on-carryingness_n
OUTGRANDFATHER,14,out-grandfather,verb,1747,derivative,(transitive) to do out of a grandfather.,http://www.oed.com/dictionary/out-grandfather_v
PAPAPRELATICAL,14,papa-prelatical,adjective,1692,derivative,"Of, relating to, or resembling papal prelates, or…",http://www.oed.com/dictionary/papa-prelatical_adj
PARTICIPATRESS,14,participatress,noun,1827,derivative,A female who participates.,http://www.oed.com/dictionary/participatress_n
PATHOMYOTOMIST,14,pathomyotomist,noun,a1706,compound,A person who studies the muscles concerned in the…,http://www.oed.com/dictionary/pathomyotomist_n
PENNYALINERISM,14,penny-a-linerism,noun,1872,derivative,An expression in the style of a penny-a-liner.,http://www.oed.com/dictionary/penny-a-linerism_n
PENNYCRATCHING,14,pennycratching,noun,1581,compound,"(Probably) money-grubbing (cf. cratch, v. 2).",http://www.oed.com/dictionary/pennycratching_n
PERIPATETICATE,14,peripateticate,verb,1793,derivative,transitive with it as object. To walk on foot.,http://www.oed.com/dictionary/peripateticate_v
PERQUISQUILIAN,14,perquisquilian,adjective,1647,borrowing,Thoroughly trifling or worthless.,http://www.oed.com/dictionary/perquisquilian_adj
PEWTERLANGUAGE,14,pewter language,noun,1615,compound,The language of the tavern.,http://www.oed.com/dictionary/pewter-language_n
PHILOEPIORCIAN,14,philoepiorcian,adjective,1838,,Tending to favour perjury.,http://www.oed.com/dictionary/philoepiorcian_adj
PHILOSOPHYSHIP,14,philosophyship,noun,1798,derivative,With possessive adjective: a mock title for a…,http://www.oed.com/dictionary/philosophyship_n
PISHERYPASHERY,14,pishery pashery,noun,1600,compound,Perhaps: depreciatory or disparaging talk.,http://www.oed.com/dictionary/pishery-pashery_n
PITHECOLOGICAL,14,pithecological,adjective,1865,borrowing,Relating to the scientific study of apes.,http://www.oed.com/dictionary/pithecological_adj
POCKETTORTOISE,14,pocket-tortoise,noun,1687,compound,A pocket tortoiseshell comb.,http://www.oed.com/dictionary/pocket-tortoise_n
POLYDIABOLICAL,14,polydiabolical,noun,1876,compound,"= polydiabolist, n.",http://www.oed.com/dictionary/polydiabolical_n
POTPROOFARMOUR,14,pot-proof-armour,noun,1653,compound,Liquor as a source of bravery or courage.,http://www.oed.com/dictionary/pot-proof-armour_n
PREDICAMENTIST,14,predicamentist,noun,1827,derivative,A person who is in a predicament.,http://www.oed.com/dictionary/predicamentist_n
PRESTERJOHNIAN,14,Prester-Johnian,adjective,a1643,derivative,Of or relating to Prester John.,http://www.oed.com/dictionary/prester-johnian_adj
PROMETHEICALLY,14,Prometheically,adverb,1816,proper name,In the manner of Prometheus.,http://www.oed.com/dictionary/prometheically_adv
PROSAICOMIEPIC,14,prosai-comi-epic,adjective,1749,compound,"Combining prosaic, comic, and epic qualities or…",http://www.oed.com/dictionary/prosai-comi-epic_adj
PURITANOPAPIST,14,puritano-papist,noun,1601,compound,"= Puritan papist, n.",http://www.oed.com/dictionary/puritano-papist_n
RATTATATTATORY,14,rattatattatory,adjective,1709,derivative,Characterized by a succession of sharp rapping…,http://www.oed.com/dictionary/rattatattatory_adj
ROBBERACEOUSLY,14,robberaceously,adverb,1772,derivative,In a manner suggestive of robbers.,http://www.oed.com/dictionary/robberaceously_adv
SCURRILITISHIP,14,scurrilitiship,noun,1592,derivative,? the state of persons who indulge in scurrility.,http://www.oed.com/dictionary/scurrilitiship_n
SELFCONDEMNANT,14,self-condemnant,adjective,1846,variant,That condemns itself; self-condemning.,http://www.oed.com/dictionary/self-condemnant_adj
SEPTEMDECENARY,14,septemdecenary,noun,1843,compound,Recurring every seventeen years. Cf…,http://www.oed.com/dictionary/septemdecenary_n
SHRILLBREASTED,14,shrill-breasted,adjective,1594,compound,"Having a sharp, high-pitched call.",http://www.oed.com/dictionary/shrill-breasted_adj
SWALLOWSWIFTER,14,swallow-swifter,adjective,1605,compound,Swifter than a swallow.,http://www.oed.com/dictionary/swallow-swifter_adj
TIFFETYTAFFETY,14,tiffety-taffety,adjective,1595,compound,"Reduplicated form of taffety, adj. B.2a (cf…",http://www.oed.com/dictionary/tiffety-taffety_adj
